cat: /opt/samplegenerator_code/src/ginstall_8_32/ginstall_8_32.opts: No such file or directory
[0;34m[INFO][0m: /opt/tigress/3.1/tigress --Environment=x86_64:Linux:Gcc:12.1     --gcc="/usr/sbin/musl-gcc -mno-mmx -mno-sse -Wl,-Map=% -O0"     --Transform=Info --InfoKind=* --Transform=Flatten --Functions=have_same_content,extra_mode,need_copy,cp_option_init,setdefaultfilecon,target_directory_operand,announce_mkdir,make_ancestor,process_dir,copy_file,change_attributes,change_timestamps,strip,get_ids,usage,install_file_in_file,mkancesdirs_safe_wd,install_file_in_file_parents,install_file_in_dir,main /opt/samplegenerator_code/src/ginstall_8_32/ginstall_8_32.c --out=ginstall_8_32.c -o ginstall_8_32 
treating long double constant 3.3621031431120935063e-4932L as double constant at lib/ftoastr.c:132.
digraph G {
dirchownmod -> externalFun_chown
dirchownmod -> externalFun_lchown
dirchownmod -> externalFun_fchown
dirchownmod -> externalFun___errno_location
dirchownmod -> externalFun_fstat
dirchownmod -> externalFun_stat
verror -> verror_at_line
md5_read_ctx -> set_uint32
human_readable -> externalFun_memcpy
human_readable -> externalFun_memmove
human_readable -> externalFun_sprintf
human_readable -> externalFun_strlen
human_readable -> externalFun_localeconv
human_readable -> adjust_value
human_readable -> group_number
get_nonce -> externalFun_getgid
get_nonce -> externalFun_getuid
get_nonce -> externalFun_getppid
get_nonce -> externalFun_getpid
get_nonce -> externalFun_memcpy
get_nonce -> externalFun_gettimeofday
get_nonce -> externalFun_close
get_nonce -> externalFun_read
get_nonce -> externalFun_open
raw_hasher -> rotr_sz
emit_bug_reporting_address -> externalFun_printf
emit_bug_reporting_address -> externalFun_fputs_unlocked
get_permissions -> externalFun_memset
xstrtol_fatal -> externalFun_abort
xstrtol_fatal -> xstrtol_error
calc_eclosure_iter -> externalFun_free
calc_eclosure_iter -> externalFun___builtin_expect
calc_eclosure_iter -> re_node_set_alloc
calc_eclosure_iter -> duplicate_node_closure
calc_eclosure_iter -> calc_eclosure_iter
calc_eclosure_iter -> re_node_set_merge
calc_eclosure_iter -> re_node_set_insert
rpl_fcntl_DUPFD -> externalFun_fcntl
get_subexp -> externalFun_calloc
get_subexp -> externalFun_memcmp
get_subexp -> externalFun___builtin_expect
get_subexp -> search_cur_bkref_entry
get_subexp -> clean_state_log_if_needed
get_subexp -> get_subexp_sub
get_subexp -> extend_buffers
get_subexp -> find_subexp_node
get_subexp -> check_arrival
get_subexp -> match_ctx_add_sublast
rpl_regfree -> externalFun_free
rpl_regfree -> externalFun___builtin_expect
rpl_regfree -> free_dfa_content
time_zone_str -> externalFun_sprintf
time_zone_str -> externalFun_abs
debug_print_relative_time -> externalFun_fputc
debug_print_relative_time -> externalFun_fputs
debug_print_relative_time -> dbg_printf
debug_print_relative_time -> print_rel_part
decode_4 -> isbase64
decode_4 -> to_uchar___0
randread_new -> externalFun_setvbuf
randread_new -> simple_new
randread_new -> fopen_safer
randread_new -> get_nonce
randread_new -> isaac_seed
backupfile_internal -> externalFun___errno_location
backupfile_internal -> externalFun_free
backupfile_internal -> externalFun_closedir
backupfile_internal -> externalFun_memcpy
backupfile_internal -> externalFun_malloc
backupfile_internal -> externalFun_strlen
backupfile_internal -> last_component
backupfile_internal -> set_simple_backup_suffix
backupfile_internal -> numbered_backup
backupfile_internal -> check_extension
backupfile_internal -> renameatu
to_tm_year -> dbg_printf
posix_time_parse -> externalFun_strchr
posix_time_parse -> externalFun_strlen
posix_time_parse -> year
xmemdup -> externalFun_memcpy
xmemdup -> xmalloc
xstrdup -> externalFun_strlen
xstrdup -> xmemdup
filevercmp -> externalFun_strncmp
filevercmp -> externalFun_strcmp
filevercmp -> match_suffix
filevercmp -> verrevcmp
mbscasecmp -> externalFun_tolower
mbscasecmp -> externalFun_memcmp
mbscasecmp -> externalFun_towlower
mbscasecmp -> externalFun_memset
mbscasecmp -> externalFun___ctype_get_mb_cur_max
mbscasecmp -> mbuiter_multi_next
utimecmp -> utimecmpat
isaac_seed -> just
xreadlink -> externalFun___errno_location
xreadlink -> areadlink
xreadlink -> xalloc_die
transit_state_mb -> externalFun_free
transit_state_mb -> externalFun___builtin_unreachable
transit_state_mb -> externalFun___builtin_expect
transit_state_mb -> re_string_context_at
transit_state_mb -> check_node_accept_bytes
transit_state_mb -> clean_state_log_if_needed
transit_state_mb -> re_node_set_init_union
transit_state_mb -> re_acquire_state_context
desirable_utmp_entry -> externalFun___errno_location
desirable_utmp_entry -> externalFun_kill
lstatat -> externalFun_fstatat
defaultcon -> externalFun___errno_location
canon_host_r -> externalFun_freeaddrinfo
canon_host_r -> externalFun_strdup
canon_host_r -> externalFun_getaddrinfo
strintcmp -> numcompare
sig2str -> externalFun_sprintf
sig2str -> externalFun___libc_current_sigrtmax
sig2str -> externalFun___libc_current_sigrtmin
sig2str -> externalFun_strcpy
localtime_rz -> externalFun_localtime_r
localtime_rz -> externalFun_gmtime_r
localtime_rz -> set_tz
localtime_rz -> save_abbr
localtime_rz -> revert_tz
sha256_finish_ctx -> sha256_conclude_ctx
sha256_finish_ctx -> sha256_read_ctx
src_info_init -> hash_initialize
heap_alloc -> xmalloc
heap_alloc -> xnmalloc
streq8 -> streq9
re_node_set_init_copy -> externalFun_memset
re_node_set_init_copy -> externalFun_memcpy
re_node_set_init_copy -> externalFun___builtin_expect
re_node_set_init_copy -> externalFun_malloc
parse_dup_op -> externalFun___builtin_expect
parse_dup_op -> fetch_number
parse_dup_op -> fetch_token
parse_dup_op -> postorder
parse_dup_op -> duplicate_tree
parse_dup_op -> create_tree
freopen_safer -> externalFun_close
freopen_safer -> externalFun___errno_location
freopen_safer -> externalFun_freopen
freopen_safer -> externalFun_dup2
freopen_safer -> externalFun_fileno
freopen_safer -> protect_fd
bkm_scale_by_power -> bkm_scale
check_arrival_expand_ecl -> externalFun_free
check_arrival_expand_ecl -> externalFun___builtin_expect
check_arrival_expand_ecl -> externalFun___builtin_unreachable
check_arrival_expand_ecl -> re_node_set_alloc
check_arrival_expand_ecl -> find_subexp_node
check_arrival_expand_ecl -> re_node_set_merge
check_arrival_expand_ecl -> check_arrival_expand_ecl_sub
num_processors -> externalFun_getenv
num_processors -> parse_omp_threads
num_processors -> num_processors_ignoring_omp
set_process_security_ctx -> externalFun___errno_location
set_process_security_ctx -> getfilecon
set_process_security_ctx -> setfscreatecon
set_process_security_ctx -> quote
set_process_security_ctx -> error
set_process_security_ctx -> errno_unsupported
set_process_security_ctx -> freecon
set_process_security_ctx -> quotearg_style
set_process_security_ctx -> defaultcon
set_process_security_ctx -> ignorable_ctx_err
memcmp2 -> externalFun_memcmp
print_rel_part -> externalFun_fprintf
re_set_fastmap -> externalFun_tolower
xgetcwd -> externalFun___errno_location
xgetcwd -> rpl_getcwd
xgetcwd -> xalloc_die
shaxxx_stream___0 -> externalFun_free
shaxxx_stream___0 -> externalFun_ferror_unlocked
shaxxx_stream___0 -> externalFun_fread_unlocked
shaxxx_stream___0 -> externalFun_feof_unlocked
shaxxx_stream___0 -> externalFun_malloc
shaxxx_stream___0 -> afalg_stream
shaxxx_stream___0 -> sha512_process_block
shaxxx_stream___0 -> sha512_process_bytes
readlinebuffer_delim -> externalFun_ferror_unlocked
readlinebuffer_delim -> externalFun_getc_unlocked
readlinebuffer_delim -> externalFun_feof_unlocked
readlinebuffer_delim -> x2realloc
randperm_new -> xmalloc
randperm_new -> randint_choose
randperm_new -> sparse_new
randperm_new -> xalloc_die
randperm_new -> xnmalloc
randperm_new -> sparse_swap
randperm_new -> swap
randperm_new -> sparse_free
randperm_new -> xnrealloc
make_dir_parents -> externalFun_stat
make_dir_parents -> externalFun_mkdir
make_dir_parents -> externalFun___errno_location
make_dir_parents -> savewd_errno
make_dir_parents -> mkancesdirs
make_dir_parents -> quote
make_dir_parents -> error
make_dir_parents -> savewd_chdir
make_dir_parents -> dirchownmod
extent_scan_init -> extent_need_sync
parse_bracket_element -> externalFun___builtin_expect
parse_bracket_element -> re_string_char_size_at
parse_bracket_element -> re_string_wchar_at
parse_bracket_element -> parse_bracket_symbol
parse_bracket_element -> peek_token_bracket
check_node_accept -> bitset_contain
check_node_accept -> re_string_context_at
re_search_internal -> externalFun_free
re_search_internal -> externalFun_malloc
re_search_internal -> externalFun___builtin_unreachable
re_search_internal -> externalFun___builtin_expect
re_search_internal -> re_string_allocate
re_search_internal -> match_ctx_init
re_search_internal -> re_string_reconstruct
re_search_internal -> check_matching
re_search_internal -> check_halt_state_context
re_search_internal -> prune_impossible_nodes
re_search_internal -> match_ctx_clean
re_search_internal -> set_regs
re_search_internal -> match_ctx_free
re_search_internal -> re_string_destruct
re_acquire_state_context -> externalFun___builtin_expect
re_acquire_state_context -> calc_state_hash
re_acquire_state_context -> re_node_set_compare
re_acquire_state_context -> create_cd_newstate
sha256_stream -> shaxxx_stream
physmem_total -> externalFun_sysinfo
physmem_total -> externalFun_sysconf
free_dir -> externalFun_free
free_dir -> hash_free
base64_encode -> base64_encode_fast
base64_encode -> to_uchar___0
_getopt_internal_r -> externalFun_fprintf
_getopt_internal_r -> externalFun_strchr
_getopt_internal_r -> externalFun_strcmp
_getopt_internal_r -> _getopt_initialize
_getopt_internal_r -> exchange
_getopt_internal_r -> process_long_option
sha512_read_ctx -> __bswap_64
sha512_read_ctx -> set_uint64
glthread_rwlock_unlock_multithreaded -> externalFun_pthread_cond_broadcast
glthread_rwlock_unlock_multithreaded -> externalFun_pthread_cond_signal
glthread_rwlock_unlock_multithreaded -> externalFun_pthread_mutex_unlock
glthread_rwlock_unlock_multithreaded -> externalFun_pthread_mutex_lock
match_ctx_init -> externalFun_malloc
match_ctx_init -> externalFun___builtin_expect
streq1 -> streq2
parse_user_spec -> externalFun_strchr
parse_user_spec -> parse_with_separator
re_copy_regs -> externalFun___builtin_unreachable
re_copy_regs -> externalFun_realloc
re_copy_regs -> externalFun_free
re_copy_regs -> externalFun___builtin_expect
re_copy_regs -> externalFun_malloc
build_sifted_states -> externalFun___builtin_expect
build_sifted_states -> externalFun___builtin_unreachable
build_sifted_states -> sift_states_iter_mb
build_sifted_states -> check_node_accept
build_sifted_states -> re_node_set_contains
build_sifted_states -> check_dst_limits
build_sifted_states -> re_node_set_insert
cwd_advance_fd -> externalFun_close
cwd_advance_fd -> externalFun_abort
cwd_advance_fd -> i_ring_push
setenv_TZ -> externalFun_unsetenv
setenv_TZ -> externalFun_setenv
revert_tz -> externalFun___errno_location
revert_tz -> change_env
revert_tz -> tzfree
careadlinkat -> externalFun_memcpy
careadlinkat -> externalFun___errno_location
lsetfileconat -> externalFun_fchdir
lsetfileconat -> externalFun_free
lsetfileconat -> externalFun___errno_location
lsetfileconat -> lsetfilecon
lsetfileconat -> openat_proc_name
lsetfileconat -> save_cwd
lsetfileconat -> openat_save_fail
lsetfileconat -> free_cwd
lsetfileconat -> restore_cwd
lsetfileconat -> openat_restore_fail
mbslen -> externalFun_strlen
mbslen -> externalFun_memset
mbslen -> externalFun___ctype_get_mb_cur_max
mbslen -> mbuiter_multi_next
check_node_accept_bytes -> externalFun_iswctype
check_node_accept_bytes -> externalFun___builtin_expect
check_node_accept_bytes -> re_string_char_size_at
check_node_accept_bytes -> re_string_elem_size_at
check_node_accept_bytes -> re_string_wchar_at
group_number -> externalFun_memcpy
group_number -> externalFun_strlen
try_file -> externalFun_open
set_owner -> externalFun_lchown
set_owner -> externalFun_fchown
set_owner -> externalFun___errno_location
set_owner -> qset_acl
set_owner -> owner_failure_ok
set_owner -> quotearg_style
set_owner -> error
set_owner -> chown_failure_ok
num_processors_via_affinity_mask -> externalFun___sched_cpucount
num_processors_via_affinity_mask -> externalFun_sched_getaffinity
free_exclude_segment -> externalFun_free
free_exclude_segment -> rpl_regfree
free_exclude_segment -> hash_free
add_epsilon_src_nodes -> externalFun___builtin_expect
add_epsilon_src_nodes -> re_acquire_state
add_epsilon_src_nodes -> re_node_set_alloc
add_epsilon_src_nodes -> re_node_set_merge
add_epsilon_src_nodes -> re_node_set_add_intersect
xstrtoimax -> externalFun_strchr
xstrtoimax -> externalFun_strtoimax
xstrtoimax -> externalFun___errno_location
xstrtoimax -> externalFun___assert_fail
xstrtoimax -> bkm_scale
xstrtoimax -> bkm_scale_by_power
nstrftime -> __strftime_internal___0
quotearg_n -> quotearg_n_options
clean_state_log_if_needed -> externalFun_memset
clean_state_log_if_needed -> externalFun___builtin_expect
clean_state_log_if_needed -> extend_buffers
xdectoimax -> xnumtoimax
close_stdin -> externalFun__exit
close_stdin -> externalFun___errno_location
close_stdin -> externalFun_fflush
close_stdin -> externalFun_fseeko
close_stdin -> externalFun___freadahead
close_stdin -> close_stream
close_stdin -> quotearg_colon
close_stdin -> error
close_stdin -> close_stdout
fdutimens -> externalFun_utimes
fdutimens -> externalFun_futimesat
fdutimens -> externalFun_futimens
fdutimens -> externalFun_utimensat
fdutimens -> externalFun_fstat
fdutimens -> externalFun_stat
fdutimens -> externalFun___errno_location
fdutimens -> validate_timespec
fdutimens -> get_stat_atime
fdutimens -> get_stat_mtime
fdutimens -> update_timespec
hash_insert -> hash_insert_if_absent
trim2 -> externalFun_memmove
trim2 -> externalFun_iswspace
trim2 -> externalFun_memset
trim2 -> externalFun_strlen
trim2 -> externalFun___ctype_get_mb_cur_max
trim2 -> externalFun_strdup
trim2 -> xalloc_die
trim2 -> mbiter_multi_next
trim2 -> __isspace
fopen_safer -> externalFun_close
fopen_safer -> externalFun_fdopen
fopen_safer -> externalFun_fclose
fopen_safer -> externalFun___errno_location
fopen_safer -> externalFun_fileno
fopen_safer -> externalFun_fopen
fopen_safer -> dup_safer
xstrndup -> externalFun_strndup
xstrndup -> xalloc_die
exclude_add_pattern_buffer -> xmalloc
group_nodes_into_DFAstates -> externalFun_free
group_nodes_into_DFAstates -> externalFun___builtin_unreachable
group_nodes_into_DFAstates -> externalFun___builtin_expect
group_nodes_into_DFAstates -> externalFun_memset
group_nodes_into_DFAstates -> bitset_empty
group_nodes_into_DFAstates -> bitset_set
group_nodes_into_DFAstates -> bitset_merge
group_nodes_into_DFAstates -> bitset_set_all
group_nodes_into_DFAstates -> bitset_clear
group_nodes_into_DFAstates -> bitset_contain
group_nodes_into_DFAstates -> bitset_copy
group_nodes_into_DFAstates -> re_node_set_init_copy
group_nodes_into_DFAstates -> re_node_set_insert
group_nodes_into_DFAstates -> re_node_set_init_1
strmode -> ftypelet
xstrtold -> externalFun___errno_location
base64_encode_alloc -> externalFun_malloc
base64_encode_alloc -> base64_encode
getgroup -> externalFun_strcpy
getgroup -> externalFun_strlen
getgroup -> externalFun_getgrgid
getgroup -> xmalloc
randperm_bound -> floor_lg
triple_compare -> same_name
debug_strfdatetime -> externalFun_snprintf
debug_strfdatetime -> nstrftime
debug_strfdatetime -> time_zone_str
fwrite_success_callback -> externalFun_fwrite
leaf_optimization -> filesystem_type
rpl_getpass -> externalFun_putc_unlocked
rpl_getpass -> externalFun_fseeko
rpl_getpass -> externalFun_getline
rpl_getpass -> externalFun_fflush_unlocked
rpl_getpass -> externalFun_fputs_unlocked
rpl_getpass -> externalFun_tcsetattr
rpl_getpass -> externalFun_tcgetattr
rpl_getpass -> externalFun_fileno
rpl_getpass -> externalFun___fsetlocking
rpl_getpass -> externalFun_fopen
rpl_getpass -> call_fclose
rpl_getopt -> rpl_getopt_internal
xdectoumax -> xnumtoumax
ranged_convert -> externalFun___errno_location
ranged_convert -> convert_time
ranged_convert -> long_int_avg
c_locale___0 -> externalFun_newlocale
ch_strerror -> externalFun_gai_strerror
setfscreatecon -> externalFun___errno_location
install_file_in_file -> externalFun___builtin_unreachable
install_file_in_file -> externalFun_unlink
install_file_in_file -> externalFun___errno_location
install_file_in_file -> externalFun_stat
install_file_in_file -> quotearg_style
install_file_in_file -> error
install_file_in_file -> copy_file
install_file_in_file -> strip
install_file_in_file -> change_timestamps
install_file_in_file -> change_attributes
add_exclude -> externalFun_free
add_exclude -> externalFun_strcpy
add_exclude -> externalFun_memcpy
add_exclude -> externalFun_strlen
add_exclude -> fnmatch_pattern_has_wildcards
add_exclude -> new_exclude_segment
add_exclude -> x2nrealloc
add_exclude -> xmalloc
add_exclude -> rpl_regcomp
add_exclude -> xstrdup
add_exclude -> exclude_add_pattern_buffer
add_exclude -> unescape_pattern
add_exclude -> hash_insert
cdb_advance_fd -> externalFun_openat
cdb_advance_fd -> cdb_free
full_read -> externalFun___errno_location
full_read -> safe_read
strcaseeq9 -> c_strcasecmp
cl_strtod -> externalFun___errno_location
cl_strtod -> externalFun_strtod
cl_strtod -> c_strtod
knuth_morris_pratt -> externalFun___builtin_alloca
knuth_morris_pratt -> mmalloca
knuth_morris_pratt -> freea
sparse_swap -> hash_delete
sparse_swap -> xmalloc
sparse_swap -> hash_insert
sparse_swap -> xalloc_die
setlocale_null_unlocked -> externalFun_memcpy
setlocale_null_unlocked -> externalFun_strlen
setlocale_null_unlocked -> setlocale_null_androidfix
file_name_matches -> externalFun_strchr
file_name_matches -> externalFun_strrchr
file_name_matches -> externalFun_strcpy
file_name_matches -> hash_lookup
readtoken -> externalFun_getc_unlocked
readtoken -> externalFun_memset
readtoken -> set_nth_bit
readtoken -> get_nth_bit
readtoken -> x2nrealloc
map_inode_number -> ino_map_alloc
map_inode_number -> ino_map_insert
quotearg_free -> externalFun_free
xnumtoimax -> externalFun___errno_location
xnumtoimax -> xstrtoimax
xnumtoimax -> quote
xnumtoimax -> error
strcoll_loop -> externalFun_strlen
strcoll_loop -> externalFun_strcoll
strcoll_loop -> externalFun___errno_location
dtoastr -> externalFun_strtod
dtoastr -> externalFun_snprintf
xstr_iconv -> externalFun___errno_location
xstr_iconv -> str_iconv
xstr_iconv -> xalloc_die
getuidbyname -> externalFun_strcpy
getuidbyname -> externalFun_strlen
getuidbyname -> externalFun_getpwnam
getuidbyname -> externalFun_strcmp
getuidbyname -> xmalloc
quotearg_custom -> quotearg_n_custom
__xargmatch_internal -> argmatch
__xargmatch_internal -> argmatch_invalid
__xargmatch_internal -> argmatch_valid
c_strcasecmp -> c_tolower
same_name -> same_nameat
free_group_info -> externalFun_free
peek_token -> externalFun_isalnum
peek_token -> externalFun_iswalnum
peek_token -> re_string_peek_byte_case
peek_token -> re_string_wchar_at
peek_token -> peek_token
next_prime -> is_prime
canon_host -> canon_host_r
strcaseeq1 -> c_isupper
strcaseeq1 -> strcaseeq2
utimecmpat -> externalFun_fstatat
utimecmpat -> externalFun_utimensat
utimecmpat -> externalFun_malloc
utimecmpat -> get_stat_mtime_ns
utimecmpat -> hash_initialize
utimecmpat -> hash_insert
utimecmpat -> hash_lookup
utimecmpat -> get_stat_atime_ns
utimecmpat -> get_stat_ctime_ns
xvprintf -> externalFun___errno_location
xvprintf -> externalFun_ferror
xvprintf -> externalFun_vprintf
xvprintf -> error
usage -> externalFun_exit
usage -> externalFun_fputs_unlocked
usage -> externalFun_printf
usage -> externalFun_fprintf
usage -> emit_mandatory_arg_note
usage -> emit_backup_suffix_note
usage -> emit_ancillary_info
try_tempname_len -> externalFun_strlen
try_tempname_len -> externalFun___errno_location
try_tempname_len -> check_x_suffix
try_tempname_len -> randint_all_new
try_tempname_len -> randint_genmax
try_tempname_len -> randint_all_free
renameatu -> externalFun_free
renameatu -> externalFun_renameat
renameatu -> externalFun_strlen
renameatu -> externalFun___errno_location
renameatu -> externalFun_syscall
renameatu -> errno_fail
renameatu -> lstatat
xstr_cd_iconv -> externalFun___errno_location
xstr_cd_iconv -> str_cd_iconv
xstr_cd_iconv -> xalloc_die
punch_hole -> externalFun___errno_location
punch_hole -> externalFun_fallocate
punch_hole -> is_ENOTSUP
_obstack_newchunk -> externalFun_memcpy
_obstack_newchunk -> call_chunkfun
_obstack_newchunk -> call_freefun
parse_bracket_exp -> externalFun___builtin_unreachable
parse_bracket_exp -> externalFun_realloc
parse_bracket_exp -> externalFun_free
parse_bracket_exp -> externalFun___builtin_expect
parse_bracket_exp -> externalFun_calloc
parse_bracket_exp -> peek_token_bracket
parse_bracket_exp -> bitset_set
parse_bracket_exp -> parse_bracket_element
parse_bracket_exp -> build_range_exp
parse_bracket_exp -> build_equiv_class
parse_bracket_exp -> build_collating_symbol
parse_bracket_exp -> build_charclass
parse_bracket_exp -> bitset_not
parse_bracket_exp -> bitset_mask
parse_bracket_exp -> create_token_tree
parse_bracket_exp -> create_tree
parse_bracket_exp -> free_charset
qset_acl -> externalFun_memset
qset_acl -> set_permissions
qset_acl -> free_permission_context
clone_file -> externalFun_ioctl
ext_match -> externalFun_strcat
ext_match -> externalFun___assert_fail
ext_match -> externalFun_mempcpy
ext_match -> externalFun___builtin_alloca
ext_match -> externalFun_getenv
ext_match -> externalFun_strlen
ext_match -> internal_fnmatch
quote_n -> quote_n_mem
xnanosleep -> externalFun___errno_location
xnanosleep -> externalFun_pause
xnanosleep -> dtotimespec
xnanosleep -> rpl_nanosleep
duplicate_node_closure -> externalFun___builtin_expect
duplicate_node_closure -> duplicate_node
duplicate_node_closure -> re_node_set_insert
duplicate_node_closure -> search_duplicated_node
duplicate_node_closure -> duplicate_node_closure
main -> externalFun_free
main -> externalFun___errno_location
main -> externalFun_stat
main -> externalFun_exit
main -> externalFun___builtin_unreachable
main -> externalFun_signal
main -> externalFun_umask
main -> externalFun_atexit
main -> externalFun_setlocale
main -> set_program_name
main -> cp_option_init
main -> rpl_getopt_long
main -> xstrdup
main -> error
main -> usage
main -> version_etc
main -> quotearg_style
main -> xget_version
main -> set_simple_backup_suffix
main -> se_const
main -> setfscreatecon
main -> quote
main -> target_directory_operand
main -> mode_compile
main -> mode_adjust
main -> extra_mode
main -> get_ids
main -> savewd_process_files
main -> hash_init
main -> install_file_in_file_parents
main -> install_file_in_file
main -> dest_info_init
main -> install_file_in_dir
cl_strtold -> externalFun___errno_location
cl_strtold -> externalFun_strtold
cl_strtold -> c_strtold
gnu_mbswidth -> externalFun_strlen
gnu_mbswidth -> mbsnwidth
randint_all_free -> externalFun___errno_location
randint_all_free -> randread_free
randint_all_free -> randint_free
sha1_finish_ctx -> externalFun_memcpy
sha1_finish_ctx -> __bswap_32
sha1_finish_ctx -> sha1_process_block
sha1_finish_ctx -> sha1_read_ctx
duplicate_tree -> create_token_tree
xstrtol -> externalFun_strchr
xstrtol -> externalFun_strtol
xstrtol -> externalFun___errno_location
xstrtol -> externalFun___assert_fail
xstrtol -> bkm_scale___0
xstrtol -> bkm_scale_by_power___0
base32_decode_ctx -> decode_8
base32_decode_ctx -> get_8
strcaseeq6 -> c_isupper
strcaseeq6 -> strcaseeq7
dbg_printf -> externalFun___builtin_va_end
dbg_printf -> externalFun_vfprintf
dbg_printf -> externalFun___builtin_va_start
dbg_printf -> externalFun_fputs
find_recover_state -> merge_state_with_log
randint_free -> externalFun_free
randint_free -> externalFun_explicit_bzero
rpl_fcntl_DUPFD_CLOEXEC -> externalFun_close
rpl_fcntl_DUPFD_CLOEXEC -> externalFun___errno_location
rpl_fcntl_DUPFD_CLOEXEC -> externalFun_fcntl
rpl_fcntl_DUPFD_CLOEXEC -> rpl_fcntl_DUPFD
areadlinkat -> careadlinkat
savedir -> externalFun_free
savedir -> externalFun___errno_location
savedir -> externalFun_closedir
savedir -> opendir_safer
savedir -> streamsavedir
current_timespec -> gettime
qcopy_acl -> get_permissions
qcopy_acl -> set_permissions
qcopy_acl -> free_permission_context
randread -> readsource
randread -> readisaac
set_uint32___0 -> externalFun_memcpy
openat_safer -> externalFun_openat
openat_safer -> externalFun___builtin_va_end
openat_safer -> externalFun___builtin_va_arg
openat_safer -> externalFun___builtin_va_start
openat_safer -> fd_safer
change_env -> externalFun_tzset
change_env -> setenv_TZ
c_locale -> externalFun_newlocale
file_name_concat -> mfile_name_concat
file_name_concat -> xalloc_die
di_set_lookup -> map_device
di_set_lookup -> map_inode_number
di_set_lookup -> hash_lookup
rpl_futimens -> fdutimens
shaxxx_stream -> externalFun_free
shaxxx_stream -> externalFun_ferror_unlocked
shaxxx_stream -> externalFun_fread_unlocked
shaxxx_stream -> externalFun_feof_unlocked
shaxxx_stream -> externalFun_malloc
shaxxx_stream -> afalg_stream
shaxxx_stream -> sha256_process_block
shaxxx_stream -> sha256_process_bytes
fetch_number -> externalFun___builtin_expect
fetch_number -> fetch_token
rpl_re_search_2 -> re_search_2_stub
freadptrinc -> externalFun___freadptrinc
tzfree -> externalFun_free
str_iconv -> externalFun_free
str_iconv -> externalFun_iconv_close
str_iconv -> externalFun_iconv_open
str_iconv -> externalFun___errno_location
str_iconv -> externalFun_strdup
str_iconv -> c_strcasecmp
str_iconv -> str_cd_iconv
safe_hasher -> externalFun_abort
sparse_free -> hash_free
heap_free -> externalFun_free
fts_palloc -> externalFun_realloc
fts_palloc -> externalFun___errno_location
fts_palloc -> externalFun_free
rpl_getopt_internal -> _getopt_internal_r
expand_bkref_cache -> externalFun___builtin_expect
expand_bkref_cache -> externalFun_free
expand_bkref_cache -> search_cur_bkref_entry
expand_bkref_cache -> re_node_set_contains
expand_bkref_cache -> re_node_set_init_1
expand_bkref_cache -> check_arrival_expand_ecl
expand_bkref_cache -> re_node_set_merge
expand_bkref_cache -> re_node_set_init_copy
expand_bkref_cache -> re_node_set_insert
expand_bkref_cache -> re_acquire_state
sub_epsilon_src_nodes -> externalFun_free
sub_epsilon_src_nodes -> externalFun___builtin_expect
sub_epsilon_src_nodes -> externalFun_memset
sub_epsilon_src_nodes -> re_node_set_contains
sub_epsilon_src_nodes -> re_node_set_add_intersect
sub_epsilon_src_nodes -> re_node_set_remove_at
check_arrival_expand_ecl_sub -> externalFun___builtin_expect
check_arrival_expand_ecl_sub -> re_node_set_contains
check_arrival_expand_ecl_sub -> re_node_set_insert
check_arrival_expand_ecl_sub -> check_arrival_expand_ecl_sub
link_nfa_nodes -> externalFun___builtin_unreachable
link_nfa_nodes -> re_node_set_init_2
link_nfa_nodes -> re_node_set_init_1
parse_reg_exp -> externalFun___builtin_expect
parse_reg_exp -> parse_branch
parse_reg_exp -> fetch_token
parse_reg_exp -> postorder
parse_reg_exp -> create_tree
sha224_read_ctx -> __bswap_32
sha224_read_ctx -> set_uint32___1
xstrtol_error -> externalFun_abort
xstrtol_error -> error
asnprintf -> externalFun___builtin_va_end
asnprintf -> externalFun___builtin_va_start
asnprintf -> vasnprintf
base32_encode -> to_uchar
parse_datetime2 -> externalFun_free
parse_datetime2 -> externalFun_gmtime_r
parse_datetime2 -> externalFun_fputc
parse_datetime2 -> externalFun_fprintf
parse_datetime2 -> externalFun_strcmp
parse_datetime2 -> externalFun_malloc
parse_datetime2 -> externalFun_strncmp
parse_datetime2 -> externalFun_strlen
parse_datetime2 -> gettime
parse_datetime2 -> c_isspace
parse_datetime2 -> tzalloc
parse_datetime2 -> localtime_rz
parse_datetime2 -> dbg_printf
parse_datetime2 -> time_overflow
parse_datetime2 -> yyparse
parse_datetime2 -> time_zone_str
parse_datetime2 -> to_tm_year
parse_datetime2 -> to_hour
parse_datetime2 -> debug_strftime
parse_datetime2 -> mktime_z
parse_datetime2 -> mktime_ok
parse_datetime2 -> tzfree
parse_datetime2 -> debug_mktime_not_ok
parse_datetime2 -> debug_strfdatetime
parse_datetime2 -> str_days
parse_datetime2 -> debug_strfdate
parse_datetime2 -> tm_year_str
_obstack_begin_worker -> call_chunkfun
parse -> externalFun___builtin_expect
parse -> fetch_token
parse -> parse_reg_exp
parse -> create_tree
forget_created -> hash_delete
forget_created -> src_to_dest_free
exit_failure_callback -> error
argv_iter_free -> externalFun_free
sift_states_bkref -> externalFun_free
sift_states_bkref -> externalFun___builtin_expect
sift_states_bkref -> search_cur_bkref_entry
sift_states_bkref -> re_node_set_contains
sift_states_bkref -> check_dst_limits
sift_states_bkref -> re_node_set_init_copy
sift_states_bkref -> re_node_set_insert
sift_states_bkref -> sift_states_backward
sift_states_bkref -> merge_state_array
